"GEO_ID","NAME","P001001"
"8710000US1330721","ZCTA5 30721, Georgia","53601"
"8710000US1330725","ZCTA5 30725, Georgia","4647"
"8710000US1330726","ZCTA5 30726, Georgia","56"
"8710000US1330728","ZCTA5 30728, Georgia","19612"
"8710000US1330730","ZCTA5 30730, Georgia","1993"
"8710000US1330731","ZCTA5 30731, Georgia","2428"
"8710000US1330733","ZCTA5 30733, Georgia","2080"
"8710000US1330734","ZCTA5 30734, Georgia","3466"
"8710000US1330735","ZCTA5 30735, Georgia","6153"
"8710000US1330736","ZCTA5 30736, Georgia","41029"
"8710000US1330738","ZCTA5 30738, Georgia","3799"
"8710000US1330739","ZCTA5 30739, Georgia","5571"
"8710000US1330740","ZCTA5 30740, Georgia","8600"
"8710000US1330741","ZCTA5 30741, Georgia","29290"
"8710000US1330742","ZCTA5 30742, Georgia","7460"
"8710000US1330746","ZCTA5 30746, Georgia","1223"
"8710000US1330747","ZCTA5 30747, Georgia","16859"
"8710000US1330750","ZCTA5 30750, Georgia","4125"
"8710000US1330751","ZCTA5 30751, Georgia","91"
"8710000US1330752","ZCTA5 30752, Georgia","9800"
"8710000US1330753","ZCTA5 30753, Georgia","6697"
"8710000US1330755","ZCTA5 30755, Georgia","9590"
"8710000US1330756","ZCTA5 30756, Georgia","74"
"8710000US1330757","ZCTA5 30757, Georgia","1787"
"8710000US1330802","ZCTA5 30802, Georgia","6321"
"8710000US1330803","ZCTA5 30803, Georgia","741"
"8710000US1330805","ZCTA5 30805, Georgia","2734"
"8710000US1330807","ZCTA5 30807, Georgia","92"
"8710000US1330808","ZCTA5 30808, Georgia","4615"
"8710000US1330809","ZCTA5 30809, Georgia","38168"
"8710000US1330810","ZCTA5 30810, Georgia","2138"
"8710000US1330812","ZCTA5 30812, Georgia","363"
"8710000US1330813","ZCTA5 30813, Georgia","30415"
"8710000US1330814","ZCTA5 30814, Georgia","8150"
"8710000US1330815","ZCTA5 30815, Georgia","39640"
"8710000US1330816","ZCTA5 30816, Georgia","2109"
"8710000US1330817","ZCTA5 30817, Georgia","7676"
"8710000US1330818","ZCTA5 30818, Georgia","555"
"8710000US1330820","ZCTA5 30820, Georgia","1205"
"8710000US1330821","ZCTA5 30821, Georgia","882"
"8710000US1330822","ZCTA5 30822, Georgia","526"
"8710000US1330823","ZCTA5 30823, Georgia","1800"
"8710000US1330824","ZCTA5 30824, Georgia","17201"
"8710000US1330828","ZCTA5 30828, Georgia","4368"
"8710000US1330830","ZCTA5 30830, Georgia","13966"
"8710000US1330833","ZCTA5 30833, Georgia","4043"
"8710000US1330901","ZCTA5 30901, Georgia","16445"
"8710000US1330903","ZCTA5 30903, Georgia","585"
"8710000US1330904","ZCTA5 30904, Georgia","25666"
"8710000US1330905","ZCTA5 30905, Georgia","8955"
"8710000US1330906","ZCTA5 30906, Georgia","57748"
"8710000US1330907","ZCTA5 30907, Georgia","50913"
"8710000US1330909","ZCTA5 30909, Georgia","41585"
"8710000US1330912","ZCTA5 30912, Georgia","296"
"8710000US1331001","ZCTA5 31001, Georgia","4816"
"8710000US1331002","ZCTA5 31002, Georgia","2910"
"8710000US1331003","ZCTA5 31003, Georgia","112"
"8710000US1331005","ZCTA5 31005, Georgia","15102"
"8710000US1331006","ZCTA5 31006, Georgia","4923"
"8710000US1331007","ZCTA5 31007, Georgia","1117"
"8710000US1331008","ZCTA5 31008, Georgia","18453"
"8710000US1331009","ZCTA5 31009, Georgia","1477"
"8710000US1331011","ZCTA5 31011, Georgia","923"
"8710000US1331012","ZCTA5 31012, Georgia","2683"
"8710000US1331014","ZCTA5 31014, Georgia","13756"
"8710000US1331015","ZCTA5 31015, Georgia","21938"
"8710000US1331016","ZCTA5 31016, Georgia","1517"
"8710000US1331017","ZCTA5 31017, Georgia","1985"
"8710000US1331018","ZCTA5 31018, Georgia","2837"
"8710000US1331019","ZCTA5 31019, Georgia","2318"
"8710000US1331020","ZCTA5 31020, Georgia","2541"
"8710000US1331021","ZCTA5 31021, Georgia","28549"
"8710000US1331022","ZCTA5 31022, Georgia","1424"
"8710000US1331023","ZCTA5 31023, Georgia","15383"
"8710000US1331024","ZCTA5 31024, Georgia","20039"
"8710000US1331025","ZCTA5 31025, Georgia","1226"
"8710000US1331027","ZCTA5 31027, Georgia","10012"
"8710000US1331028","ZCTA5 31028, Georgia","5912"
"8710000US1331029","ZCTA5 31029, Georgia","16287"
"8710000US1331030","ZCTA5 31030, Georgia","18977"
"8710000US1331031","ZCTA5 31031, Georgia","6576"
"8710000US1331032","ZCTA5 31032, Georgia","13993"
"8710000US1331033","ZCTA5 31033, Georgia","2660"
"8710000US1331035","ZCTA5 31035, Georgia","1364"
"8710000US1331036","ZCTA5 31036, Georgia","12998"
"8710000US1331037","ZCTA5 31037, Georgia","4313"
"8710000US1331038","ZCTA5 31038, Georgia","761"
"8710000US1331039","ZCTA5 31039, Georgia","74"
"8710000US1331041","ZCTA5 31041, Georgia","988"
"8710000US1331042","ZCTA5 31042, Georgia","1841"
"8710000US1331044","ZCTA5 31044, Georgia","2911"
"8710000US1331045","ZCTA5 31045, Georgia","73"
"8710000US1331046","ZCTA5 31046, Georgia","3343"
"8710000US1331047","ZCTA5 31047, Georgia","11193"
"8710000US1331049","ZCTA5 31049, Georgia","1806"
"8710000US1331050","ZCTA5 31050, Georgia","965"
"8710000US1331051","ZCTA5 31051, Georgia","187"
"8710000US1331052","ZCTA5 31052, Georgia","8652"
"8710000US1331054","ZCTA5 31054, Georgia","1671"
"8710000US1331055","ZCTA5 31055, Georgia","8245"
"8710000US1331057","ZCTA5 31057, Georgia","2182"
"8710000US1331058","ZCTA5 31058, Georgia","2123"
"8710000US1331060","ZCTA5 31060, Georgia","1915"
"8710000US1331061","ZCTA5 31061, Georgia","43755"
"8710000US1331062","ZCTA5 31062, Georgia","495"
"8710000US1331063","ZCTA5 31063, Georgia","5666"
"8710000US1331064","ZCTA5 31064, Georgia","9450"
"8710000US1331065","ZCTA5 31065, Georgia","1118"
"8710000US1331066","ZCTA5 31066, Georgia","1147"
"8710000US1331067","ZCTA5 31067, Georgia","222"
"8710000US1331068","ZCTA5 31068, Georgia","5425"
"8710000US1331069","ZCTA5 31069, Georgia","18948"
"8710000US1331070","ZCTA5 31070, Georgia","998"
"8710000US1331071","ZCTA5 31071, Georgia","1199"
"8710000US1331072","ZCTA5 31072, Georgia","1326"
"8710000US1331075","ZCTA5 31075, Georgia","2496"
"8710000US1331076","ZCTA5 31076, Georgia","3064"
"8710000US1331077","ZCTA5 31077, Georgia","1275"
"8710000US1331078","ZCTA5 31078, Georgia","3566"
"8710000US1331079","ZCTA5 31079, Georgia","2398"
"8710000US1331081","ZCTA5 31081, Georgia","251"
"8710000US1331082","ZCTA5 31082, Georgia","10408"
"8710000US1331083","ZCTA5 31083, Georgia","362"
"8710000US1331084","ZCTA5 31084, Georgia","129"
"8710000US1331085","ZCTA5 31085, Georgia","1043"
"8710000US1331087","ZCTA5 31087, Georgia","9656"
"8710000US1331088","ZCTA5 31088, Georgia","50163"
"8710000US1331089","ZCTA5 31089, Georgia","4838"
"8710000US1331090","ZCTA5 31090, Georgia","1038"
"8710000US1331091","ZCTA5 31091, Georgia","5189"
"8710000US1331092","ZCTA5 31092, Georgia","7420"
"8710000US1331093","ZCTA5 31093, Georgia","28087"
"8710000US1331094","ZCTA5 31094, Georgia","1114"
"8710000US1331096","ZCTA5 31096, Georgia","7395"
"8710000US1331097","ZCTA5 31097, Georgia","1302"
"8710000US1331098","ZCTA5 31098, Georgia","2888"
"8710000US1331201","ZCTA5 31201, Georgia","8761"
"8710000US1331204","ZCTA5 31204, Georgia","31482"
"8710000US1331206","ZCTA5 31206, Georgia","29072"
"8710000US1331207","ZCTA5 31207, Georgia","974"
"8710000US1331210","ZCTA5 31210, Georgia","30968"
"8710000US1331211","ZCTA5 31211, Georgia","16282"
"8710000US1331213","ZCTA5 31213, Georgia","0"
"8710000US1331216","ZCTA5 31216, Georgia","16109"
"8710000US1331217","ZCTA5 31217, Georgia","18408"
"8710000US1331220","ZCTA5 31220, Georgia","13839"
"8710000US1331301","ZCTA5 31301, Georgia","4591"
"8710000US1331302","ZCTA5 31302, Georgia","7853"
"8710000US1331303","ZCTA5 31303, Georgia","1999"
"8710000US1331304","ZCTA5 31304, Georgia","132"
"8710000US1331305","ZCTA5 31305, Georgia","5989"
"8710000US1331307","ZCTA5 31307, Georgia","998"
"8710000US1331308","ZCTA5 31308, Georgia","7305"
"8710000US1331309","ZCTA5 31309, Georgia","1210"
"8710000US1331312","ZCTA5 31312, Georgia","16443"
"8710000US1331313","ZCTA5 31313, Georgia","40302"
"8710000US1331314","ZCTA5 31314, Georgia","1931"
"8710000US1331315","ZCTA5 31315, Georgia","7488"
"8710000US1331316","ZCTA5 31316, Georgia","9749"
"8710000US1331318","ZCTA5 31318, Georgia","341"
"8710000US1331320","ZCTA5 31320, Georgia","8794"
"8710000US1331321","ZCTA5 31321, Georgia","6326"
"8710000US1331322","ZCTA5 31322, Georgia","21137"
"8710000US1331323","ZCTA5 31323, Georgia","1762"
"8710000US1331324","ZCTA5 31324, Georgia","20495"
"8710000US1331326","ZCTA5 31326, Georgia","19269"
"8710000US1331327","ZCTA5 31327, Georgia","195"
"8710000US1331328","ZCTA5 31328, Georgia","3306"
"8710000US1331329","ZCTA5 31329, Georgia","9034"
"8710000US1331331","ZCTA5 31331, Georgia","7856"
"8710000US1331401","ZCTA5 31401, Georgia","21696"
"8710000US1331404","ZCTA5 31404, Georgia","31024"
"8710000US1331405","ZCTA5 31405, Georgia","37207"
"8710000US1331406","ZCTA5 31406, Georgia","33965"
"8710000US1331407","ZCTA5 31407, Georgia","7244"
"8710000US1331408","ZCTA5 31408, Georgia","9952"
"8710000US1331409","ZCTA5 31409, Georgia","652"
"8710000US1331410","ZCTA5 31410, Georgia","23654"
"8710000US1331411","ZCTA5 31411, Georgia","8384"
"8710000US1331415","ZCTA5 31415, Georgia","12091"
"8710000US1331419","ZCTA5 31419, Georgia","50954"
"8710000US1331501","ZCTA5 31501, Georgia","15576"
"8710000US1331503","ZCTA5 31503, Georgia","21116"
"8710000US1331510","ZCTA5 31510, Georgia","9848"
"8710000US1331512","ZCTA5 31512, Georgia","2248"
"8710000US1331513","ZCTA5 31513, Georgia","16084"
"8710000US1331516","ZCTA5 31516, Georgia","14735"
"8710000US1331518","ZCTA5 31518, Georgia","704"
"8710000US1331519","ZCTA5 31519, Georgia","3569"
"8710000US1331520","ZCTA5 31520, Georgia","22336"
"8710000US1331522","ZCTA5 31522, Georgia","14447"
"8710000US1331523","ZCTA5 31523, Georgia","13229"
"8710000US1331524","ZCTA5 31524, Georgia","0"
"8710000US1331525","ZCTA5 31525, Georgia","28247"
"8710000US1331527","ZCTA5 31527, Georgia","805"
"8710000US1331532","ZCTA5 31532, Georgia","727"
"8710000US1331533","ZCTA5 31533, Georgia","17494"
"8710000US1331535","ZCTA5 31535, Georgia","11264"
"8710000US1331537","ZCTA5 31537, Georgia","10097"
"8710000US1331539","ZCTA5 31539, Georgia","14468"
"8710000US1331542","ZCTA5 31542, Georgia","2811"
"8710000US1331543","ZCTA5 31543, Georgia","4796"
"8710000US1331544","ZCTA5 31544, Georgia","994"
"8710000US1331545","ZCTA5 31545, Georgia","16133"
"8710000US1331546","ZCTA5 31546, Georgia","8095"
"8710000US1331547","ZCTA5 31547, Georgia","1293"
"8710000US1331548","ZCTA5 31548, Georgia","20020"
"8710000US1331549","ZCTA5 31549, Georgia","2239"
"8710000US1331550","ZCTA5 31550, Georgia","780"
"8710000US1331551","ZCTA5 31551, Georgia","1020"
"8710000US1331552","ZCTA5 31552, Georgia","932"
"8710000US1331553","ZCTA5 31553, Georgia","5237"
"8710000US1331554","ZCTA5 31554, Georgia","7076"
"8710000US1331555","ZCTA5 31555, Georgia","2868"
"8710000US1331556","ZCTA5 31556, Georgia","67"
"8710000US1331557","ZCTA5 31557, Georgia","3043"
"8710000US1331558","ZCTA5 31558, Georgia","20373"
"8710000US1331560","ZCTA5 31560, Georgia","2842"
"8710000US1331561","ZCTA5 31561, Georgia","298"
"8710000US1331562","ZCTA5 31562, Georgia","2177"
"8710000US1331563","ZCTA5 31563, Georgia","1324"
"8710000US1331565","ZCTA5 31565, Georgia","1841"
"8710000US1331566","ZCTA5 31566, Georgia","3471"
"8710000US1331567","ZCTA5 31567, Georgia","782"
"8710000US1331568","ZCTA5 31568, Georgia","1273"
"8710000US1331569","ZCTA5 31569, Georgia","5580"
"8710000US1331601","ZCTA5 31601, Georgia","32730"
"8710000US1331602","ZCTA5 31602, Georgia","34702"
"8710000US1331605","ZCTA5 31605, Georgia","20188"
"8710000US1331606","ZCTA5 31606, Georgia","3861"
"8710000US1331620","ZCTA5 31620, Georgia","10690"
"8710000US1331622","ZCTA5 31622, Georgia","2178"
"8710000US1331623","ZCTA5 31623, Georgia","120"
"8710000US1331624","ZCTA5 31624, Georgia","1273"
"8710000US1331625","ZCTA5 31625, Georgia","1171"
"8710000US1331626","ZCTA5 31626, Georgia","3463"
"8710000US1331627","ZCTA5 31627, Georgia","239"
"8710000US1331629","ZCTA5 31629, Georgia","902"
"8710000US1331630","ZCTA5 31630, Georgia","419"
"8710000US1331631","ZCTA5 31631, Georgia","559"
"8710000US1331632","ZCTA5 31632, Georgia","10295"
"8710000US1331634","ZCTA5 31634, Georgia","5844"
"8710000US1331635","ZCTA5 31635, Georgia","6560"
"8710000US1331636","ZCTA5 31636, Georgia","9539"
"8710000US1331637","ZCTA5 31637, Georgia","2848"
"8710000US1331638","ZCTA5 31638, Georgia","1045"
"8710000US1331639","ZCTA5 31639, Georgia","10537"
"8710000US1331641","ZCTA5 31641, Georgia","1831"
"8710000US1331642","ZCTA5 31642, Georgia","4898"
"8710000US1331643","ZCTA5 31643, Georgia","8709"
"8710000US1331645","ZCTA5 31645, Georgia","5147"
"8710000US1331647","ZCTA5 31647, Georgia","3535"
"8710000US1331648","ZCTA5 31648, Georgia","1040"
"8710000US1331649","ZCTA5 31649, Georgia","1056"
"8710000US1331650","ZCTA5 31650, Georgia","3311"
"8710000US1331698","ZCTA5 31698, Georgia","2223"
"8710000US1331699","ZCTA5 31699, Georgia","621"
"8710000US1331701","ZCTA5 31701, Georgia","20552"
"8710000US1331705","ZCTA5 31705, Georgia","35565"
"8710000US1331707","ZCTA5 31707, Georgia","25299"
"8710000US1331709","ZCTA5 31709, Georgia","16019"
"8710000US1331711","ZCTA5 31711, Georgia","867"
"8710000US1331712","ZCTA5 31712, Georgia","1263"
"8710000US1331714","ZCTA5 31714, Georgia","6474"
"8710000US1331716","ZCTA5 31716, Georgia","2896"
"8710000US1331719","ZCTA5 31719, Georgia","10977"
"8710000US1331720","ZCTA5 31720, Georgia","455"
"8710000US1331721","ZCTA5 31721, Georgia","20095"
"8710000US1331722","ZCTA5 31722, Georgia","494"
"8710000US1331730","ZCTA5 31730, Georgia","9682"
"8710000US1331733","ZCTA5 31733, Georgia","1580"
"8710000US1331735","ZCTA5 31735, Georgia","817"
"8710000US1331738","ZCTA5 31738, Georgia","2102"
"8710000US1331743","ZCTA5 31743, Georgia","630"
"8710000US1331744","ZCTA5 31744, Georgia","3202"
"8710000US1331747","ZCTA5 31747, Georgia","281"
"8710000US1331749","ZCTA5 31749, Georgia","2783"
"8710000US1331750","ZCTA5 31750, Georgia","18687"
"8710000US1331756","ZCTA5 31756, Georgia","966"
"8710000US1331757","ZCTA5 31757, Georgia","10451"
"8710000US1331763","ZCTA5 31763, Georgia","23304"
"8710000US1331764","ZCTA5 31764, Georgia","1296"
"8710000US1331765","ZCTA5 31765, Georgia","2647"
"8710000US1331768","ZCTA5 31768, Georgia","23617"
"8710000US1331771","ZCTA5 31771, Georgia","5666"
"8710000US1331772","ZCTA5 31772, Georgia","482"
"8710000US1331773","ZCTA5 31773, Georgia","3729"
"8710000US1331774","ZCTA5 31774, Georgia","6714"
"8710000US1331775","ZCTA5 31775, Georgia","2979"
"8710000US1331778","ZCTA5 31778, Georgia","2562"
"8710000US1331779","ZCTA5 31779, Georgia","9927"
"8710000US1331780","ZCTA5 31780, Georgia","2285"
"8710000US1331781","ZCTA5 31781, Georgia","1752"
"8710000US1331783","ZCTA5 31783, Georgia","1107"
"8710000US1331784","ZCTA5 31784, Georgia","781"
"8710000US1331787","ZCTA5 31787, Georgia","1488"
"8710000US1331788","ZCTA5 31788, Georgia","10602"
"8710000US1331789","ZCTA5 31789, Georgia","1236"
"8710000US1331790","ZCTA5 31790, Georgia","2078"
"8710000US1331791","ZCTA5 31791, Georgia","12354"
"8710000US1331792","ZCTA5 31792, Georgia","23835"
"8710000US1331793","ZCTA5 31793, Georgia","9043"
"8710000US1331794","ZCTA5 31794, Georgia","27153"
"8710000US1331795","ZCTA5 31795, Georgia","2010"
"8710000US1331796","ZCTA5 31796, Georgia","1112"
"8710000US1331798","ZCTA5 31798, Georgia","983"
"8710000US1331801","ZCTA5 31801, Georgia","3008"
"8710000US1331803","ZCTA5 31803, Georgia","5662"
"8710000US1331804","ZCTA5 31804, Georgia","5934"
"8710000US1331805","ZCTA5 31805, Georgia","3191"
"8710000US1331806","ZCTA5 31806, Georgia","4962"
"8710000US1331807","ZCTA5 31807, Georgia","2483"
"8710000US1331808","ZCTA5 31808, Georgia","6679"
"8710000US1331810","ZCTA5 31810, Georgia","225"
"8710000US1331811","ZCTA5 31811, Georgia","5103"
"8710000US1331812","ZCTA5 31812, Georgia","565"
"8710000US1331814","ZCTA5 31814, Georgia","272"
"8710000US1331815","ZCTA5 31815, Georgia","3675"
"8710000US1331816","ZCTA5 31816, Georgia","6091"
"8710000US1331820","ZCTA5 31820, Georgia","8473"
"8710000US1331821","ZCTA5 31821, Georgia","250"
"8710000US1331822","ZCTA5 31822, Georgia","5429"
"8710000US1331823","ZCTA5 31823, Georgia","754"
"8710000US1331824","ZCTA5 31824, Georgia","1838"
"8710000US1331825","ZCTA5 31825, Georgia","2312"
"8710000US1331826","ZCTA5 31826, Georgia","2350"
"8710000US1331827","ZCTA5 31827, Georgia","2134"
"8710000US1331829","ZCTA5 31829, Georgia","1370"
"8710000US1331830","ZCTA5 31830, Georgia","2191"
"8710000US1331831","ZCTA5 31831, Georgia","3095"
"8710000US1331832","ZCTA5 31832, Georgia","217"
"8710000US1331833","ZCTA5 31833, Georgia","6900"
"8710000US1331836","ZCTA5 31836, Georgia","1154"
"8710000US1331901","ZCTA5 31901, Georgia","8638"
"8710000US1331903","ZCTA5 31903, Georgia","20128"
"8710000US1331904","ZCTA5 31904, Georgia","32871"
"8710000US1331905","ZCTA5 31905 (part), Georgia","16035"
"8710000US1331906","ZCTA5 31906, Georgia","21757"
"8710000US1331907","ZCTA5 31907, Georgia","55332"
"8710000US1331909","ZCTA5 31909, Georgia","35177"
"8710000US1339813","ZCTA5 39813, Georgia","2110"
"8710000US1339815","ZCTA5 39815, Georgia","1686"
"8710000US1339817","ZCTA5 39817, Georgia","10894"
"8710000US1339819","ZCTA5 39819, Georgia","11282"
"8710000US1339823","ZCTA5 39823, Georgia","8550"
"8710000US1339824","ZCTA5 39824, Georgia","544"
"8710000US1339825","ZCTA5 39825, Georgia","1461"
"8710000US1339826","ZCTA5 39826, Georgia","418"
"8710000US1339827","ZCTA5 39827, Georgia","3842"
"8710000US1339828","ZCTA5 39828, Georgia","15150"
"8710000US1339834","ZCTA5 39834, Georgia","2138"
"8710000US1339836","ZCTA5 39836, Georgia","461"
"8710000US1339837","ZCTA5 39837, Georgia","6166"
"8710000US1339840","ZCTA5 39840, Georgia","5726"
"8710000US1339841","ZCTA5 39841, Georgia","878"
"8710000US1339842","ZCTA5 39842, Georgia","8357"
"8710000US1339845","ZCTA5 39845, Georgia","7871"
"8710000US1339846","ZCTA5 39846, Georgia","2440"
"8710000US1339851","ZCTA5 39851, Georgia","2388"
"8710000US1339854","ZCTA5 39854, Georgia","2592"
"8710000US1339859","ZCTA5 39859, Georgia","1281"
"8710000US1339861","ZCTA5 39861, Georgia","1003"
"8710000US1339862","ZCTA5 39862, Georgia","1326"
"8710000US1339866","ZCTA5 39866, Georgia","2122"
"8710000US1339867","ZCTA5 39867, Georgia","321"
"8710000US1339870","ZCTA5 39870, Georgia","2238"
"8710000US1339877","ZCTA5 39877, Georgia","500"
"8710000US1339885","ZCTA5 39885, Georgia","76"
"8710000US1339886","ZCTA5 39886, Georgia","1616"
"8710000US1339897","ZCTA5 39897, Georgia","3430"
